City,County,Street,HouseCount,Link,Price EUR,Price per m2,Rooms,Area m2,Floor,Total floors,Flat number,House number,Year,Building type,Heating,Installation type,Specials,Extra quarters,Extra equipment,Security,Upload date,Modify date,Memorized count,Views,Telephone,Coordinates
Vilnius, Žirmūnai,Kareivių g.,1,https://www.aruodas.lt/butai-vilniuje-zirmunuose-kareiviu-g-butas-ka-tik-po-remonto-kambaris-146-kv-m-o-1-2749409/,36500,2498,1,14.61,5,5,-,-,1977,Mūrinis,Centrinis,Įrengtas,-,-,-,-,7/5/2019,8/16/2019,16,3707,37068584345,-
Jurbarko m.,-,Miškininkų g.,1,https://www.aruodas.lt/butai-jurbarke-miskininku-g-butui-priklauso-du-rusiai-viename-is-ju-1-2493633/,19000,277,3,68.69,2,2,6,13,1980,Mūrinis,Kietu kuru,Įrengtas,-,-,-,-,3/4/2019,6/5/2019,6,5839,37061012350,55.083609 22.740698
Klaipėda, Naujakiemis,Taikos pr.,1,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-taikos-pr-erdvus-3-ju-nepereinamu-kambariu-67kvm-1-2763277/,63000,940,3,67,3,12,-,107,"1978 statyba, 2018 renovacija",Mūrinis,Centrinis,Dalinė apdaila,-,-,-,-,8/4/2019,8/5/2019,7,876,37069982177,55.676098 21.168695
Vilnius, Senamiestis,V. Šopeno g.,1,https://www.aruodas.lt/butai-vilniuje-senamiestyje-v-sopeno-g-parduodamas-erdvus-3-kambariu-butas-2-aukste-1-2749273/,127000,1637,3,77.58,2,4,-,-,1940,Mūrinis,Centrinis,Įrengtas,Aukštos lubos Tualetas ir vonia atskirai,-,-,Šarvuotos durys Kodinė laiptinės spyna,7/5/2019,8/12/2019,43,4060,37061259590,-
Širvintų m.,-,Mindaugo g.,1,https://www.aruodas.lt/butai-sirvintose-mindaugo-g-parduodamas-butas-su-sovietiniu-laiku-1-2734365/,46500,727,3,64,2,5,-,-,1975,Mūrinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai,Sandėliukas Balkonas,-,-,6/5/2019,8/22/2019,1,1983,37069043377,-
Neringos m.,-,Kalno g.,1,https://www.aruodas.lt/butai-neringoje-kalno-g-naujai-suremontuotas-butas-juodkrantes-1-2763271/,60000,3000,1,20,1,3,23,36,"1990 statyba, 2019 renovacija",Mūrinis,Elektra,Įrengtas,-,-,-,-,8/4/2019,8/7/2019,3,959,37067082280,55.541904 21.119129
Birštono m.,-,Vilniaus g.,1,https://www.aruodas.lt/butai-birstone-vilniaus-g-galima-deretis-1-2661077/,53000,1060,2,50,4,4,-,-,1970,Mūrinis,Dujinis,Įrengtas,Virtuvė sujungta su kambariu,-,-,-,1/17/2019,6/5/2019,2,2823,37060467717,-
Neringos m.,-,Kalno g.,1,https://www.aruodas.lt/butai-neringoje-kalno-g-juodkrantes-m-kalno-g-2-kambariu-butas-1-2687245/,79000,2625,2,30.09,1,4,-,12,"1912 statyba, 2014 renovacija",Mūrinis,Elektra,Įrengtas,Aukštos lubos Virtuvė sujungta su kambariu,-,Su baldais Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Dušo kabina,-,3/7/2019,8/10/2019,4,3234,37068732966,55.544285 21.119991
Kaišiadorių m.,-,Gedimino g.,1,https://www.aruodas.lt/butai-kaisiadoryse-gedimino-g-butas-yra-miesto-centre-visi-buto-langai-i-1-2763249/,27500,639,2,43.06,1,3,-,73,"1961 statyba, 2018 renovacija",Mūrinis,Centrinis kolektorinis,Įrengtas,Kabelinė televizija,Rūsys Vieta automobiliui,-,Kodinė laiptinės spyna,8/4/2019,8/18/2019,5,1318,37065355614,54.859593 24.450989
Prienų r. sav., Vyšniūnų k.,Liepų g.,1,https://www.aruodas.lt/butai-prienuose-vysniunu-k-liepu-g-parduodamas-2-kambariu-butas-raudonu-plytu-1-2635319/,13999,274,2,51,2,3,-,7,1987,Mūrinis,Dujinis,Įrengtas,-,Sandėliukas Balkonas Rūsys,Skalbimo mašina Su baldais Viryklė Vonia,-,11/26/2018,8/17/2019,2,2401,37060149977,54.538787 24.329091
Varėnos r. sav., Merkinės mstl.,Vilniaus g.,1,https://www.aruodas.lt/butai-varenoje-merkines-mstl-vilniaus-g-butui-reikalingas-remontas-langai-pakeisti-1-2734141/,12500,278,2,45,1,2,-,8,1976,Mūrinis,Kietu kuru,Kita,-,-,-,-,6/4/2019,7/9/2019,2,922,37060348133,54.163464 24.187971
Kaunas, Aukštieji Šančiai,Alsėdžių g.,1,https://www.aruodas.lt/butai-kaune-aukstuosiuose-sanciuose-alsedziu-g-parduodamas-tvarkingas-butas-aukstuosiuose-1-2763229/,68500,1054,3,65,3,5,-,1,1977,Mūrinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Nauja kanalizacija Internetas Kabelinė televizija,Sandėliukas Balkonas Rūsys Drabužinė,Skalbimo mašina Virtuvės komplektas Viryklė Plastikiniai vamzdžiai,Šarvuotos durys Kodinė laiptinės spyna,8/3/2019,8/22/2019,5,714,37067750309,54.890453 23.949053
Telšių m.,-,Dariaus ir Girėno g.,1,https://www.aruodas.lt/butai-telsiuose-dariaus-ir-gireno-g-parduodu-1-kambario-butadariaus-ir-gireno-1-2763225/,26000,721,1,36.06,4,5,-,-,"1977 statyba, 2017 renovacija",Blokinis,Centrinis,Įrengtas,-,-,-,-,8/3/2019,8/16/2019,1,427,37067173900,-
Vilnius, Fabijoniškės,Gedvydžių g.,1,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-gedvydziu-g-be-tarpininku-parduodamas-2-kambario-butas-1-2749061/,61900,1696,2,36.5,8,9,-,-,1990,Blokinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Balkonas Rūsys,Šaldytuvas Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,7/4/2019,8/10/2019,44,4449,37068799433,-
Klaipėda, Baltija,Baltijos pr.,1,https://www.aruodas.lt/butai-klaipedoje-baltijos-mikrorajone-baltijos-pr-parduodamas-4291-kvm-butas-su-sandeliuku-1-2684757/,66000,1538,2,42.91,6,9,-,12B,2008,Mūrinis,Centrinis,Įrengtas,-,-,-,-,3/3/2019,7/4/2019,26,3288,37069882450,55.689346 21.164077
Vilnius, Naujamiestis,Vandentiekio g.,1,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-vandentiekio-g-jaukus-sauletas-butas-laukia-nauju-1-2763205/,62000,1476,2,42,2,4,-,-,1962,Mūrinis,Centrinis,Įrengtas,-,Balkonas Rūsys,-,-,8/3/2019,8/16/2019,23,2546,37062201044,54.668122 25.245068
Panevėžys, Centras,Vilniaus g.,1,https://www.aruodas.lt/butai-panevezyje-centre-vilniaus-g-parduodamas-2-miegamuju-butas-centre-su-zeme-1-2749043/,62000,1240,3,50,2,2,-,55,1928,Mūrinis,Dujinis,Įrengtas,-,-,-,-,7/4/2019,7/22/2019,7,3604,37061091837,55.72818 24.380034
Biržų r. sav., Vabalninko m.,S. Nėries g.,1,https://www.aruodas.lt/butai-birzuose-vabalninko-m-s-neries-g-parduodamas-siltas-ir-sviesus-4734kvm-2-1-2734085/,5500,116,2,47.34,1,3,-,21,"1975 statyba, 2021 renovacija",Mūrinis,Centrinis,Įrengtas,-,-,-,-,6/4/2019,6/10/2019,4,1153,37065341713,55.977305 24.743497
Klaipėda, Alksnynė,Taikos pr.,1,https://www.aruodas.lt/butai-klaipedoje-alksnyneje-taikos-pr-parduodamas-kokybiskai-irengtas-2-k-butas-1-2748971/,79800,1520,2,52.5,4,9,-,-,2010,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,7/4/2019,8/21/2019,4,856,37066355774,-
Vilnius, Grigiškės,Šviesos g.,1,https://www.aruodas.lt/butai-vilniuje-grigiskese-sviesos-g-parduodamas-3-kambariu-butas-sviesos-g-1-2730639/,54600,803,3,68,3,9,-,-,1980,Blokinis,Centrinis kolektorinis,Įrengtas,Internetas Kabelinė televizija,Sandėliukas Balkonas Rūsys,Su baldais Šaldytuvas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,6/4/2019,8/24/2019,9,4276,37065251009,54.668584  25.096125
Palanga,-,Vytauto g.,1,https://www.aruodas.lt/butai-palangoje-vytauto-g-butukas-palangoje-ypac-tinka-poilsiui-1-2734071/,38000,1462,1,26,2,2,-,91,1965,Mūrinis,Kita,Įrengtas,Uždaras kiemas Nauja kanalizacija Nauja elektros instaliacija Renovuotas namas Virtuvė sujungta su kambariu,Balkonas,Židinys Su baldais Skalbimo mašina Šaldytuvas Virtuvės komplektas Viryklė Dušo kabina,Kodinė laiptinės spyna,6/4/2019,6/5/2019,14,4109,+,55.92403 21.069773
Palanga, Šventoji,Kuršių tak.,1,https://www.aruodas.lt/butai-palangoje-sventojoje-kursiu-tak-baltos-kopos-namai-palangos-pakrastyje-1-2702611/,217000,2997,3,72.4,3,3,-,26,2018,Mūrinis,Geoterminis,Dalinė apdaila,-,-,-,-,4/3/2019,7/23/2019,10,6117,37061022261,56.048295 21.072708
Palanga, Šventoji,Kuršių tak.,1,https://www.aruodas.lt/butai-palangoje-sventojoje-kursiu-tak-baltos-kopos-namai-palangos-pakrastyje-1-2702677/,217000,2997,2,72.4,3,3,-,26,2019,Mūrinis,Geoterminis,Įrengtas,-,-,-,-,4/4/2019,7/23/2019,10,5932,37061022261,56.048295 21.072708
Kaunas, Romainiai,Romainiškių g.,1,https://www.aruodas.lt/butai-kaune-romainiuose-romainiskiu-g-parduodami-naujos-statybos-a-klases-3-1-2674923/,49900,998,3,50,1,1,-,-,2019,Mūrinis,Dujinis,Dalinė apdaila,-,-,-,-,6/4/2019,8/21/2019,50,5955,37066988000,-
Vilnius, Naujoji Vilnia,Pramonės g.,1,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-pramones-g-skubiai-parduodamas-1-k-butas-pramones-g49-1-2763179/,22000,1158,1,19,2,4,-,49,1969,Mūrinis,Dujinis,Įrengtas,-,-,-,-,8/3/2019,8/12/2019,13,1798,37064661445,54.693988 25.418088
Ukmergės m.,-,Vilniaus g.,1,https://www.aruodas.lt/butai-ukmergeje-vilniaus-g-pivonijos-mikrorajone-parduodamas-2-ju-1-2763177/,23500,470,2,50,5,5,-,96,1987,Blokinis,Centrinis,Įrengtas,-,-,-,-,8/3/2019,8/3/2019,3,420,37060156057,55.238628 24.777857
Kaunas, Senamiestis,Ievų tak.,1,https://www.aruodas.lt/butai-kaune-senamiestyje-ievu-tak-butas-senamiestyje-salia-kauno-pilies-ziedo-1-2690923/,15000,545,2,27.5,3,3,-,2,1945,Karkasinis,Kietu kuru,Neįrengtas,Butas palėpėje,Sandėliukas Vieta automobiliui Yra palėpė,-,-,3/22/2019,6/9/2019,25,14866,37067613081,54.901379 23.895663
Vilnius, Šeškinė,Gelvonų g.,1,https://www.aruodas.lt/butai-vilniuje-seskineje-gelvonu-g-parduodamas-suremontuotas-labai-sviesus-1-1-2748929/,59999,1695,1,35.4,5,5,-,-,1982,Blokinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Uždaras kiemas,Balkonas,Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,7/4/2019,8/20/2019,4,1237,37060170900,54.713748 25.254667
Palanga,-,Malūno g.,1,https://www.aruodas.lt/butai-palangoje-maluno-g-moderniame-naujos-statybos-butu-komplekse-1-2748907/,70500,2074,2,34,4,4,-,1,2018,Mūrinis,Elektra,Įrengtas,-,-,-,-,7/4/2019,8/7/2019,10,1919,37063359933,-
Vilnius, Pilaitė,Simono Grunau g.,1,https://www.aruodas.lt/butai-vilniuje-pilaiteje-simono-grunau-g-parduodamas-sviesus-jaukus-kokybiskai-1-2763155/,69000,1816,2,38,3,3,-,-,2019,Mūrinis,Dujinis,Įrengtas,-,-,-,-,8/3/2019,8/3/2019,26,3035,37068617123,-
Palanga,-,Vanagupės g.,1,https://www.aruodas.lt/butai-palangoje-vanagupes-g-parduodamas-jaukus-ir-sviesus-2-kambariu-1-2685301/,55000,1667,2,33,3,5,-,13,1990,Mūrinis,Centrinis,Įrengtas,-,Balkonas,Kondicionierius Su baldais Šaldytuvas Virtuvės komplektas Viryklė Dušo kabina,Šarvuotos durys,3/4/2019,6/14/2019,6,2693,37068790611,55.939809 21.071327
Vilnius, Senamiestis,Aguonų g.,1,https://www.aruodas.lt/butai-vilniuje-senamiestyje-aguonu-g-parduodamas-3-kambariu-butas-su-balkonu-d415-1-2748841/,174000,2900,3,60,4,6,-,10,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,7/4/2019,7/18/2019,10,2341,37061808158,54.6768 25.277185
Vilnius, Karoliniškės,Vido Maciulevičiaus g.,1,https://www.aruodas.lt/butai-vilniuje-karoliniskese-vido-maciuleviciaus-g-puiki-vieta-gyvenimui-siltas-pietine-puse-1-2748815/,60300,1283,2,47,3,5,-,24,1973,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/9/2019,7/16/2019,18,2785,37069955246,54.688144 25.204654
Kaunas, Dainava,Taikos pr.,1,https://www.aruodas.lt/butai-kaune-dainavoje-taikos-pr-parduodu-tvarkinga-2-kambariu-49-kvm-buta-1-2763097/,46000,939,2,49,7,9,-,56,1975,Blokinis,Centrinis,Įrengtas,-,-,-,-,8/3/2019,8/18/2019,6,1106,37064625908,54.911671 23.961308
Palanga,-,Eglių g.,1,https://www.aruodas.lt/butai-palangoje-egliu-g-prie-juros-salia-pajurio-regioninio-parko-1-2748777/,130000,2031,3,64,1,1,-,13,2017,Monolitinis,"Elektra, aeroterminis, kietu kuru",Įrengtas,Atskiras įėjimas Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Virtuvė sujungta su kambariu,Sandėliukas Terasa Vieta automobiliui Drabužinė,Kondicionierius Skalbimo mašina Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Indaplovė Dušo kabina,Signalizacija Videokameros,7/4/2019,7/5/2019,11,2974,37065852702,55.879166 21.065518
Elektrėnų sav., Vievio m.,Liepų g.,1,https://www.aruodas.lt/butai-elektrenuose-vievio-m-liepu-g-visa-informacija-telefonu-1-2763117/,20000,465,2,43,4,4,-,-,1984,Mūrinis,Centrinis,Įrengtas,-,-,-,-,8/3/2019,8/3/2019,4,1898,37068631408,54.764116 24.808444
Palanga, Šventoji,Mokyklos g.,1,https://www.aruodas.lt/butai-palangoje-sventojoje-mokyklos-g-vieta-automobiliui10-minejimo-iki-juros-1-2748747/,31000,1033,1,30,1,4,5,40,1991,Blokinis,Kita,Įrengtas,-,-,-,-,7/4/2019,7/28/2019,5,2121,37061221263,56.02004 21.085573
Neringos m.,-,Purvynės g.,1,https://www.aruodas.lt/butai-neringoje-purvynes-g-parduodami-apartamentai-nidoje-1-2686547/,179900,3394,2,53,2,3,-,51,2007,Mūrinis,Elektra,Įrengtas,-,-,-,-,3/6/2019,6/2/2019,6,2127,37068749555,55.320171 21.021449
Kaunas, Žemieji Šančiai,Nemuno krant.,1,https://www.aruodas.lt/butai-kaune-sanciuose-nemuno-krant-norite-gyventi-arti-miesto-centro-naujos-1-2733497/,37000,889,2,41.62,1,3,-,30,1961,Mūrinis,Centrinis,Įrengtas,-,Rūsys,-,Šarvuotos durys Kodinė laiptinės spyna,6/4/2019,8/20/2019,27,4621,37067358621,54.873476 23.929717
Vilnius, Žirmūnai,Žirmūnų g.,1,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-parduodama-su-visais-matomais-baldais-ir-1-2763043/,58000,1933,1,30,1,5,-,-,1972,Blokinis,Centrinis,Įrengtas,Internetas Kabelinė televizija,Balkonas Rūsys,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Vonia,Šarvuotos durys Kodinė laiptinės spyna,8/3/2019,8/24/2019,11,1392,37068520791,54.719276  25.306666
Vilnius, Šeškinė,Čiobiškio g.,1,https://www.aruodas.lt/butai-vilniuje-seskineje-ciobiskio-g-nt-brokeriai-prasome-nesiulyti-savo-paslaugu-1-2733461/,64000,1280,2,50,12,16,-,-,1990,Monolitinis,Centrinis kolektorinis,Įrengtas,Tualetas ir vonia atskirai Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas Rūsys,Skalbimo mašina Su baldais Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,6/3/2019,7/17/2019,24,4011,37061296695,-
Joniškio m.,-,Žemaičių g.,1,https://www.aruodas.lt/butai-joniskyje-zemaiciu-g-parduodamas-2-kambariu-butas-zemaiciu-gatveje-1-2748603/,22000,423,2,52,3,5,-,57d,1985,Blokinis,Centrinis,Įrengtas,Nauja kanalizacija Internetas Kabelinė televizija,Balkonas Rūsys,Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Vonia,Šarvuotos durys Kodinė laiptinės spyna,7/3/2019,7/3/2019,2,1193,37060402200,56.234346 23.603115
Alytus, Dainava,Vingio g.,1,https://www.aruodas.lt/butai-alytuje-dainavoje-vingio-g-parduodamas-2-kambariu-butas-dainavos-1-2703173/,28900,482,2,60,4,12,-,-,"1977 statyba, 2019 renovacija",Mūrinis,Centrinis kolektorinis,Įrengtas,Tualetas ir vonia atskirai Internetas Kabelinė televizija,Sandėliukas Balkonas Rūsys,Kondicionierius,Šarvuotos durys Kodinė laiptinės spyna Videokameros,4/4/2019,7/3/2019,8,7998,37067538096,54.401308 24.034703
Vilnius, Pilaitė,Bitėnų g.,1,https://www.aruodas.lt/butai-vilniuje-pilaiteje-bitenu-g-nauji-butai-bitenu-gatveje-netoli-1-2763027/,73300,1357,3,54,2,4,-,3B,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,Balkonas,-,Šarvuotos durys,8/2/2019,8/15/2019,10,1590,37067756067,54.702528 25.173554
Kretingos m.,-,Miško g.,1,https://www.aruodas.lt/butai-kretingoje-misko-g-2-kambariu-butas-prie-iki-parduodamas-2-1-2670289/,45000,776,2,58,4,5,-,3:00 AM,1987,Mūrinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai,Sandėliukas Balkonas,-,-,11/26/2017,7/26/2019,3,3629,+,-
Kaunas, Kalniečiai,Kalniečių g.,1,https://www.aruodas.lt/butai-kaune-kalnieciuose-kalnieciu-g-parduodamas-2-kambariu-butas-kalnieciu-g-55-1-2733381/,48000,865,2,55.52,3,5,-,174,1983,Mūrinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Internetas Kabelinė televizija,Sandėliukas Balkonas Rūsys,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,6/3/2019,7/16/2019,38,5661,37068473954,54.920128 23.933174
Vilnius, Žirmūnai,Piromonto g.,1,https://www.aruodas.lt/butai-vilniuje-zirmunuose-piromonto-g-be-tarpininku-nt-agentai-nepageidaujami-1-2733377/,249000,3074,3,81,9,9,119,7,2019,Monolitinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,6/3/2019,6/30/2019,18,7105,37063824965,54.702241 25.292538
Vilnius, Trakų Vokė,J. Tiškevičiaus g.,1,https://www.aruodas.lt/butai-vilniuje-traku-vokeje-j-tiskeviciaus-g-stogo-danga-pakeista-pries-2-metus-bloku-1-2733371/,70000,1287,2,54.37,3,3,7,20,1993,Blokinis,Centrinis,Įrengtas,-,-,-,-,6/3/2019,6/6/2019,7,2944,37062920352,54.625788 25.108819
Kaunas, Eiguliai,Šiaurės pr.,1,https://www.aruodas.lt/butai-kaune-eiguliuose-siaures-pr-2-kambariai-didelis-holas-galima-1-2762345/,57000,1018,2,56,8,12,-,1,1981,Blokinis,Centrinis,Įrengtas,-,-,-,-,8/2/2019,8/20/2019,38,3557,37065212956,54.929757 23.96864
Kaunas, Šilainiai,Vėtrungės g.,1,https://www.aruodas.lt/butai-kaune-silainiuose-vetrunges-g-parduodamas-tvarkingas-erdvus-vieno-kambario-1-2762999/,40250,1088,1,37,4,5,-,-,1986,Blokinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Nauja elektros instaliacija Internetas Kabelinė televizija,Sandėliukas Balkonas Rūsys,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,8/2/2019,8/2/2019,8,1013,37061690068,-
Kaunas, Kalniečiai,V. Landsbergio-Žemkalnio g.,1,https://www.aruodas.lt/butai-kaune-kalnieciuose-v-landsbergio-zemkalnio-g-butas-geroje-strategineje-vietoje-labai-1-2733319/,62000,751,4,82.56,3,9,-,15,1982,Blokinis,Centrinis,Įrengtas,-,-,-,-,6/3/2019,6/29/2019,12,3301,37061810585,54.927728 23.954549
Klaipėda, Bandužiai,Lūžų g.,1,https://www.aruodas.lt/butai-klaipedoje-banduziuose-luzu-g-klaipedoje-parduodu-sviesu-ir-silta-3-1-2732215/,65000,833,3,78,5,10,-,7,1990,Blokinis,Centrinis,Įrengtas,-,-,-,-,6/3/2019,6/7/2019,26,4782,37062046677,55.664633 21.201575
Radviliškio m.,-,V. Kudirkos g.,1,https://www.aruodas.lt/butai-radviliskyje-v-kudirkos-g-butas-randasi-ramioje-vietoje-puikus-1-2753029/,25000,510,2,49,2,2,-,9,"1967 statyba, 2019 renovacija",Mūrinis,Dujinis,Nebaigtas statyti,-,-,-,-,8/2/2019,8/5/2019,-,1076,37060355433,55.810485 23.545417
Klaipėda, Alksnynė,Taikos pr.,1,https://www.aruodas.lt/butai-klaipedoje-alksnyneje-taikos-pr-parduoda-tiesiogiai-savininkas-parduodamas-1-2733275/,52900,1421,2,37.22,5,5,-,144,2005,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas Rūsys,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Dušo kabina,Šarvuotos durys Kodinė laiptinės spyna,6/3/2019,8/9/2019,4,2399,37061636983,55.655904 21.179371
Anykščių m.,-,Dariaus ir Girėno g.,1,https://www.aruodas.lt/butai-anyksciuose-dariaus-ir-gireno-g-parduodamas-triju-kambariu-butas-anyksciu-1-2575891/,28000,474,3,59.03,4,5,-,5,1968,Mūrinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai,Balkonas Rūsys,-,Kodinė laiptinės spyna,5/7/2019,8/2/2019,3,2374,37062753962,55.524908 25.108117
Vilnius, Žemieji Paneriai,Vaduvos g.,1,https://www.aruodas.lt/butai-vilniuje-zemuosiuose-paneriuose-vaduvos-g-be-tarpininku-parduodamas-kokybiskai-1-2682071/,53500,1321,1,40.51,5,5,-,-,1984,Blokinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija Kabelinė televizija,Sandėliukas Rūsys Drabužinė,Skalbimo mašina Su baldais Virtuvės komplektas Viryklė Dušo kabina,Šarvuotos durys Signalizacija Kodinė laiptinės spyna,2/26/2019,6/3/2019,4,3458,37061204871,-
Kaunas, Šilainiai,Baltų pr.,1,https://www.aruodas.lt/butai-kaune-silainiuose-baltu-pr-sveiki-parduodamas-erdvus-4-kambariu-butas-1-2733145/,59999,723,4,83,6,9,63,43,1989,Blokinis,Centrinis,Įrengtas,-,-,-,-,6/3/2019,7/30/2019,13,4365,37063094155,54.927667 23.883562
Vilnius, Naujamiestis,Pamėnkalnio g.,1,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-pamenkalnio-g-parduodamas-butas-paciame-vilniaus-centre-1-2713867/,158000,2107,4,75,1,4,-,-,1914,Mūrinis,Centrinis,Įrengtas,-,-,-,-,5/31/2019,7/3/2019,10,1493,37068896684,54.684972 25.275941
Kaunas, Kalniečiai,Šiaurės pr.,1,https://www.aruodas.lt/butai-kaune-kalnieciuose-siaures-pr-jaukus-triju-kambariu-butas-su-1248-kvm-1-2748217/,54000,798,3,67.66,7,12,-,-,1981,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/3/2019,8/9/2019,13,2519,37068781002,-
Panevėžio r. sav., Ramygalos m.,Parko g.,1,https://www.aruodas.lt/butai-panevezio-rajone-ramygalos-m-parko-g-parduodama-buto-unikalus-nr-6695-4000-1-2737319/,1800,64,2,28.19,1,1,1,6A,1977,Mūrinis,Kietu kuru,Įrengtas,Varžytynės/aukcionas buto dalis,-,-,-,6/11/2019,8/2/2019,1,179,37064030233,-
Šiauliai, Žaliūkiai,Tilžės g.,1,https://www.aruodas.lt/butai-siauliuose-zaliukiuose-tilzes-g-parduodamas-3-kambariu-butas-4-aukstas-is-5-1-2732781/,79000,1225,3,64.49,4,5,-,53A,1986,Mūrinis,Centrinis,Įrengtas,-,Sandėliukas Balkonas Rūsys,Su baldais Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Vonia,Kodinė laiptinės spyna,6/3/2019,6/3/2019,3,3382,37065090235,55.916595 23.280877
Vilnius, Senamiestis,V. Šopeno g.,1,https://www.aruodas.lt/butai-vilniuje-senamiestyje-v-sopeno-g-parduodamas-3-4-kambariu-butas-su-autonominiu-1-2732739/,112800,2201,4,51.24,2,2,-,1B,"1940 statyba, 2019 renovacija",Mūrinis,Dujinis,Dalinė apdaila,Aukštos lubos Butas palėpėje Butas per kelis aukštus Nauja kanalizacija Uždaras kiemas,Vieta automobiliui,Židinys,Šarvuotos durys,6/3/2019,7/7/2019,14,2464,37068799433,54.67259 25.281873
Vilnius, Senamiestis,V. Šopeno g.,1,https://www.aruodas.lt/butai-vilniuje-senamiestyje-v-sopeno-g-vilniaus-senamiestyje-v-sopeno-gatveje-1-2732685/,165000,2063,4,80,2,3,-,1B,"1940 statyba, 2019 renovacija",Mūrinis,Dujinis,Neįrengtas,Aukštos lubos Nauja kanalizacija Uždaras kiemas,Vieta automobiliui,-,-,6/3/2019,7/2/2019,14,2530,37068799433,54.672557 25.281916
Kaunas, Palemonas,Marių g.,1,https://www.aruodas.lt/butai-kaune-palemone-mariu-g-mariu-gtvarkingame-muriniame-name-1-2762579/,34500,683,2,50.51,1,5,-,60a,1985,Mūrinis,Kita,Įrengtas,-,-,-,-,8/2/2019,8/2/2019,14,2336,37060580437,54.906434 24.048563
Klaipėda, Senamiestis,Tiltų g.,1,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-tiltu-g-parduodamas-butas-senamiestyje-tiltu-g-1-2684897/,100000,1333,2,75,3,4,-,-,1910,Mūrinis,Centrinis,Įrengtas,-,-,-,-,3/4/2019,8/24/2019,25,7157,37060084820,-
Kaunas, Centras,Laisvės al.,1,https://www.aruodas.lt/butai-kaune-centre-laisves-al-parduodamas-ypatingas-originalaus-1-2732489/,92500,2011,2,46,1,5,1,61a,"1936 statyba, 2017 renovacija",Mūrinis,Dujinis,Įrengtas,Atskiras įėjimas Aukštos lubos Butas per kelis aukštus Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Vieta automobiliui Drabužinė,Skalbimo mašina Su baldais Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Indaplovė Dušo kabina,Šarvuotos durys Signalizacija Videokameros,8/1/2019,8/1/2019,22,2477,37068574145,54.89705 23.912122
